AP,BAIRRO,LOGRADOURO,INÍCIO,FIM ,LADO,VAGAS,TEMPO DE PERMANÊNCIA,PERÍODO DE FUNCIONAMENTO,POSIÇÃO,LOCALIZAÇÃO,OBSERVAÇÃO,PORTARIA Nº
4.0,TAQUARA,ESTR DO OUTEIRO SANTO,PÇA SÃO CASEMIRO,ESTR RODRIGUES CALDAS,PAR,34,ROTATIVO 4H,"SEG A SEXTA DAS 7H ÀS 19H - SÁB,DOM E FERIADOS DAS 7H ÀS 13H",AO LONGO DA VIA,E/F AO Nº : 6,,32.807 (DO 24/01/2006) -Art.1º - I -
4.0,TAQUARA,ESTR DO OUTEIRO SANTO,ESTR RODRIGUES CALDAS,PÇA SÃO CASEMIRO,IMPAR,6,ROTATIVO 4H,"SEG A SEXTA DAS 7H ÀS 19H - SÁB,DOM E FERIADOS DAS 7H ÀS 13H",A 90 GRAUS DA VIA,BAIA E/F AO Nº:1630(ESTR DO GUERENGUÊ),,32.807 (DO 24/01/2006) -Art.1º - II -
4.0,TAQUARA,ESTR DO TINDIBA,AV NELSON CARDOSO,RUA ANDRE ROCHA,ÍMPAR,19,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,BAIA JUNTO AO Nº: 2089,,28.015 (DO 17/09/2004)
4.0,TAQUARA,ESTR DO TINDIBA,RUA ARIAPO,RUA APIACAS,ÍMPAR,8,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,BAIA JUNTO AO Nº: 2381,,28.015 (DO 17/09/2004)
4.0,TAQUARA,ESTR DOS BANDEIRANTES,RUA DOUTOR FRANCISCO DA FONSECA TELES,RUA DOUTOR FRANCISCO DA FONSECA TELES,PAR,10,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,BAIA JUNTO AO Nº: 144,,28.015 (DO 17/09/2004)
4.0,TAQUARA,ESTR DOS BANDEIRANTES,RUA DOUTOR FRANCISCO DA FONSECA TELES,RUA PROF FRANCISCA PIRAGIBE,PAR,5,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,BAIAJUNTO AO Nº: 316,,28.015 (DO 17/09/2004)
4.0,TAQUARA,ESTR DOS BANDEIRANTES,RUA ITAGUA,PÇA DA TAQUARA,ÍMPAR,5,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,BAIA JUNTO AO Nº: 105,,28.015 (DO 17/09/2004)
4.0,TAQUARA,ESTR DOS BANDEIRANTES,RUA PROFª FRANCISCA PIRAGIBE,RUA JOSÉ DE SOUZA BAETA,PAR,7,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,BAIA JUNTO AO Nº: 384,,28.015 (DO 17/09/2004)
4.0,TAQUARA,PRAÇA SÃO CASEMIRO,ESTR DO OUTEIRO SANTO,ESTR DO GUERENGUÊ,OPOSTO À PRAÇA,10,ROTATIVO 4H,"SEG A SEXTA DAS 7H ÀS 19H - SÁB,DOM E FERIADOS DAS 7H ÀS 13H",A 90 GRAUS DA VIA,BAIA E/F AO Nº:1630(ESTR DO GUERENGUÊ),,32.807 (DO 24/01/2006) -Art.1º - III -
4.0,TAQUARA,RUA DOUTOR FRANCISCO DA FONSECA TELES,ESTR DOS BANDEIRANTES,ESTR DOS BANDEIRANTES,PAR,5,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,E/F Nº: 50,,28.015 (DO 17/09/2004)
4.0,TAQUARA,RUA PROF FRANCISCA PIRAGIBE,RUA MAPENDI,RUA PADRE VENTURA,PAR,33,ÚNICO,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,BAIA,,28.015 (DO 17/09/2004)
4.0,VILA VALQUEIRE,RUA DAS DALIAS,PÇA VALQUEIRE,RUA DAS CAMELIAS,ÍMPAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,E/F Nº: 69,,28.015 (DO 17/09/2004)
4.0,VILA VALQUEIRE,RUA DAS ROSAS,PÇA VALQUEIRE,RUA DAS HORTÊNCIAS,PAR,16,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,LADO OPOSTO AO Nº 37,,28.015 (DO 17/09/2004)
5.1,BANGU,AV MINISTRO ARY FRANCO,RUA SUL AMERICA,RUA SAINÁ,IMPAR,22,ROTATIVO 4H,SEG A SEX DAS 8H ÀS 20H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:477-297,,32.728 (DO 13/01/2006)
5.1,BANGU,AV MINISTRO ARY FRANCO,RUA SUL AMERICA,RUA GIL AMORA,PAR,20,ROTATIVO 4H,SEG A SEX DAS 8H ÀS 20H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:310-464,,32.728 (DO 13/01/2006)
5.1,BANGU,AV RIBEIRO DANTAS,RUA DUNQUERQUE,RUA FIGUEIREDO CAMARGO,CANTEIRO CENTRAL,18,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 18H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,E/F AO Nº : 575,,28.016 (DO 17/09/2004)
5.1,BANGU,PRAÇA DA FÉ (FRENTE   IGREJA),VIA INOMINADA,VIA INOMINADA,-,33,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,FRENTE DA IGREJA,IGREJA DE SANTA CECÍLIA E SÃO SEBASTIÃO,28.016 (DO 17/09/2004) E 29.195 (DO 05/01/2005)
5.1,BANGU,RUA CERES,RUA SUL AMERICA,RUA CEL TAMARINDO,PAR,18,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº : 136 - 30,,28.016 (DO 17/09/2004)
5.1,BANGU,RUA DA FEIRA,RUA BARÃO DE CAPANEMA,RUA DOS AÇUDES,PAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.016 (DO 17/09/2004)
5.1,BANGU,RUA DOZE DE FEVEREIRO,RUA FRANCISCO REAL,RUA SANTA CECILIA,PAR,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº 486 - 594,,28.016 (DO 17/09/2004)
5.1,BANGU,RUA DOZE DE FEVEREIRO,AV SANTA CRUZ,RUA PROF CLEMENTE FERREIRA,PAR,13,ROTATIVO 2H,SEG A SEX DAS 8H ÀS 20H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,BAIA ENTRE OS Nº:26-196,,32.727 (DO 13/01/2006) - I -
5.1,BANGU,RUA DOZE DE FEVEREIRO,AV SANTA CRUZ,RUA PROF CLEMENTE FERREIRA,IMPAR,10,ROTATIVO 2H,SEG A SEX DAS 8H ÀS 20H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,BAIA ENTRE OS Nº:4.095(AV STA CRUZ)-147,,32.727 (DO 13/01/2006) - II -
5.1,BANGU,RUA DOZE DE FEVEREIRO,RUA FRANCISCO REAL,RUA SANTA CECÍLIA,IMPAR,14,ROTATIVO 2H,SEG A SEX DAS 8H ÀS 20H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,BAIA ENTRE OS Nº:1721 (R.FCO.REAL) - 571 (R.STA.CECÍLIA),,32.727 (DO 13/01/2006) - III -
5.1,BANGU,RUA FONSECA,AV DE SANTA CRUZ,RUA PROF CLEMENTE FERREIRA,ÍMPAR,43,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº : 25 - 173,,28.016 (DO 17/09/2004)
5.1,BANGU,RUA FONSECA,RUA DA FEIRA,RUA SANTA CECÍLIA,PAR,8,ROTATIVO 2H,"SEG A SEX DAS 7H ÀS 19H - SÁB, DOM E FERIADOS DAS 7H ÀS 13H",A 45 GRAUS DA VIA,E/F À PÇA.DR.RAIMUNDO DA PAZ,,29.613 (DO 14/02/2005)
5.1,BANGU,RUA IRIGUAÇU,RUA SUL AMERICA,RUA IRIGUAÇU,PAR,35,ÚNICO,SEG A SEX DAS 7H ÀS 18H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:1878 DA RUA SUL AMÉRICA-LATERAL - 330 DA RUA IRIGUAÇÚ,,28.016 (DO 17/09/2004)
5.1,BANGU,RUA SILVA CARDOSO,RUA PROF CLEMENTE FERREIRA,RUA FRANCISCO REAL,PAR,14,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,ENTRE OS Nº : 262 - 326,,28.016 (DO 17/09/2004)
5.1,PADRE MIGUEL,RUA IBITIÚVA,RUA PROFESSOR CLEMENTE FERREIRA,RUA CAJAÍBA,PAR,27,ÚNICO,"SEG A SEX DAS 7H ÀS 22H - SÁB,DOM E FERIADOS DAS 7H ÀS 23H",AO LONGO DA VIA,ENTRE OS Nº:215 (R.FCO LEAL) - 298,,2.056 (DO 19/04/2007) - I -
5.1,PADRE MIGUEL,RUA IBITIÚVA,RUA PROFESSOR CLEMENTE FERREIRA,RUA CAJAÍBA,IMPAR,24,ÚNICO,"SEG A SEX DAS 7H ÀS 22H - SÁB,DOM E FERIADOS DAS 7H ÀS 23H",AO LONGO DA VIA,ENTRE OS Nº:405 - 275,,2.056 (DO 19/04/2007) - II -
5.1,PADRE MIGUEL,RUA IBITIÚVA,RUA CAJAÍBA,RUA LIMITES,IMPAR,23,ÚNICO,"SEG A SEX DAS 7H ÀS 22H - SÁB,DOM E FERIADOS DAS 7H ÀS 23H",AO LONGO DA VIA,ENTRE OS Nº:225 - 275,,2.056 (DO 19/04/2007) - III -
5.1,REALENGO,AV SANTA CRUZ,RUA GENERAL SEZEFREDO,RUA GOULART DE ANDRADE,PAR,20,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº : 1132 - 1036,,28.016 (DO 17/09/2004)
5.1,REALENGO,AV SANTA CRUZ,RUA GOULART DE ANDRADE,RUA DOUTOR LESSA,PAR,36,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE O Nº : 935 (LADO OPOSTO) - E O POSTE LIGHT Nº : 2847/52,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA DO IMPERADOR,RUA BERNARDO DE VASCONCELOS,AV DE SANTA CRUZ,ÍMPAR,23,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº : 137 - 265,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA DO IMPERADOR,AV DE SANTA CRUZ,RUA OLIVEIRA BRAGA,ÍMPAR,19,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 18H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE O Nº:1347 DA AV STA CRUZ-LATERAL- E O POSTE Nº : 1613/35,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA GENERAL SEZEFREDO,AV DE SANTA CRUZ,RUA OLIVEIRA BRAGA,PAR,22,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,TODO O TRECHO,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA GENERAL SEZEFREDO,AV DE SANTA CRUZ ,RUA BERNARDO DE VASCONCELOS,PAR,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº : 48 - 186,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA GENERAL SEZEFREDO,RUA OLIVEIRA BRAGA,RUA NEPOMUCENO,PAR,17,ROTATIVO 4H,SEG A SEX DAS 7H ÁS 20H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº : 680 - 518,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA GOULART DE ANDRADE,AV DE SANTA CRUZ,RUA OLIVEIRA BRAGA,PAR,18,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS POSTES LIGHT Nº : 2421/24 - 2421/32,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA GOULART DE ANDRADE,RUA BERNARDO DE VASCONCELOS,AV DE SANTA CRUZ,ÍMPAR,27,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE (LADO OPOSTO) OS Nº :18  - 170,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA LOMAS VALENTINAS,RUA BERNARDO DE VASCONCELOS,AV DE SANTA CRUZ,ÍMPAR,24,ROTATIVO 4H,SEG A SEX DAS 7H ÁS 20H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº : 177 - 229,,28.016 (DO 17/09/2004)
5.1,REALENGO,RUA NILÓPOLIS,RUA NIPOÁ,RUA GUARULHOS,IMPAR,21,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,A 5M DO ENTRONCAMENTO COM A RUA NIPOÁ E TÉRM NO LADO OP AO Nº:218,,33.018 ( DO 14/02/2006)
